TimeElapsed(s),GazeX,GazeY,PlayerScore
7.583933,223.4941,334.9515,0
7.614575,208.5239,330.398,0
7.650865,200.2803,329.732,0
7.682061,202.4331,328.6215,0
7.715355,204.7505,330.766,0
7.748207,200.5165,333.7849,0
7.780058,192.9983,331.0276,0
7.817113,196.0232,328.6046,0
7.849949,214.044,339.2372,0
7.882179,227.8066,350.7069,0
7.915304,327.0846,366.5526,0
7.948292,1422.893,390.4491,0
7.982641,1548.596,391.8607,0
8.017034,1407.125,216.1029,0
8.050723,1171.267,-73.77895,0
8.080374,1115.809,-224.1399,0
8.116202,1641.496,520.7775,0
8.146915,1522.997,173.3991,0
8.180665,1413.086,325.9164,0
8.217094,1326.07,457.4658,0
8.253166,1500.376,334.9364,0
8.283517,1553.822,403.6109,0
8.314219,1553.822,403.6109,0
8.348958,1553.822,403.6109,0
8.385057,1553.822,403.6109,0
8.415031,1553.822,403.6109,0
8.449495,928.3311,-1578.155,0
8.48451,803.8863,-658.6477,0
8.515387,592.6605,366.1535,0
8.549491,336.5349,265.18,0
8.583812,271.809,335.3978,0
8.615945,279.619,347.3961,0
8.649677,252.5744,391.1013,0
8.682334,255.1869,404.4995,0
8.715073,292.6183,408.2633,0
8.747275,304.4549,404.8144,0
8.784763,729.4496,465.4597,0
8.814453,1373.947,551.7427,0
8.851532,1553.658,571.2252,0
8.880727,1523.956,577.1976,0
8.915821,1533.451,590.8687,0
8.94816,1531.848,588.8377,0
8.984601,1527.463,582.0725,0
9.017699,1537.121,577.377,0
9.050478,1555.071,572.4078,0
9.084553,1662.784,519.1884,0
9.118017,1770.045,473.3753,0
9.147536,1754.142,462.4335,0
9.181969,1747.248,459.7085,0
9.21518,1756.728,477.3957,0
9.249681,1756.109,468.9699,0
9.281343,1754.812,464.7544,0
9.314759,1742.6,464.7187,0
9.35122,1729.157,469.2292,0
9.383457,1610.515,487.5039,0
9.41525,1425.134,502.3635,0
9.448645,1362.247,504.0236,0
9.481483,1358.862,505.5386,0
9.514672,1329.686,507.0688,0
9.54746,1290.119,517.6123,0
9.580141,1251.469,537.1509,0
9.613623,1210.368,547.7741,0
9.647643,1154.359,554.4927,0
9.680799,1110.196,540.4767,0
9.716295,1090.181,538.0306,0
9.749913,1079.749,543.3949,0
9.78416,1049.183,547.4814,0
9.813382,1025.688,559.0847,0
9.850365,776.0992,624.569,0
9.882126,606.3088,656.179,0
9.915127,595.5554,668.4436,0
9.948312,568.5537,669.2957,0
9.981797,537.3589,678.8992,0
10.01439,511.7266,682.4851,0
10.04847,478.8106,680.9484,0
10.08195,450.9363,691.6102,0
10.11446,446.8069,703.6607,0
10.14924,435.7585,744.4449,0
10.18156,335.1579,820.8721,0
10.21881,320.2093,822.1096,0
10.24841,297.9077,807.8081,0
10.28112,279.7903,801.2985,0
10.31377,272.8614,778.5245,0
10.35063,266.1349,751.6381,0
10.38148,250.7864,729.9968,0
10.41386,229.0693,731.4663,0
10.45146,202.9726,736.3016,0
10.48344,200.4524,725.517,0
10.51761,114.5,654.6742,0
10.54981,101.706,619.757,0
10.58245,93.85741,610.3591,0
10.615,78.10413,637.6531,0
10.64901,88.40914,669.5067,0
10.68379,106.908,663.0136,0
10.71424,106.5698,649.4808,0
10.74916,84.14292,641.3876,0
10.7817,73.19509,635.3531,0
10.81455,307.2375,605.0274,0
10.84874,678.1713,582.7648,0
10.88422,642.6774,614.2074,0
10.91872,586.625,718.7885,0
10.94951,508.0041,871.1435,0
10.98244,475.0408,954.7759,0
11.01708,461.3929,972.452,0
11.04716,445.1206,993.1139,0
11.082,434.8284,1031.012,0
11.11645,425.5226,1027.176,0
11.1478,393.7787,1007.219,0
11.18073,358.5952,991.2964,0
11.21551,337.8026,967.3333,0
11.24702,316.5979,957.1324,0
11.28135,287.7664,937.6437,0
11.3157,258.2126,907.9268,0
11.34971,220.1941,935.8782,0
11.38278,121.1726,899.3528,0
11.41569,72.45683,900.974,0
11.45,-8.660915,637.431,0
11.48,-30.11826,794.7701,0
11.51468,-144.1891,766.6003,0
11.54972,-81.62136,804.0906,0
11.58427,367.9296,1152.086,0
11.61486,375.7385,963.3915,0
11.64959,933.558,377.1168,0
11.68002,1370.505,243.6538,0
11.71594,1635.677,204.0458,0
11.75101,1656.783,152.4345,0
11.78065,1627.638,204.6176,0
11.81576,1517.671,296.211,0
11.84786,1505.887,294.6055,0
11.88262,1489.798,276.0296,0
11.91435,1473.356,254.694,0
11.94845,1458.22,293.2926,0
11.98437,1476.684,346.6628,0
12.01719,1467.326,363.879,0
12.04834,1446.806,364.7056,0
12.08178,1449.573,340.3168,0
12.1144,1454.913,358.6764,0
12.15101,1463.534,410.9732,0
12.18372,1470.207,387.101,0
12.21758,1489.161,403.2868,0
12.25043,1528.774,418.903,0
12.28401,1566.257,424.8069,0
12.3168,1620.564,482.2925,0
12.34962,1637.685,506.3314,0
12.38019,1628.314,490.3763,0
12.41363,1633.725,486.1298,0
12.44773,1686.83,511.2241,0
12.48001,1614.466,502.7839,0
12.5155,1610.555,503.0826,0
12.55155,1670.641,494.0536,0
12.58086,1720.629,527.8928,0
12.61698,1732.069,569.783,0
12.65389,1718.399,552.5128,0
12.68501,1766.359,537.3464,0
12.71584,1794.496,549.0464,0
12.74909,1793.428,543.6485,0
12.78376,1809.183,535.7152,0
12.81367,1804.291,528.9387,0
12.84725,1787.67,547.9926,0
12.88289,1798.256,571.9768,0
12.9179,1823.345,572.6628,0
12.94677,1823.659,568.412,0
12.98291,1796.301,562.6682,0
13.01577,1681.245,588.9818,0
13.04743,1572.096,630.6534,0
13.08321,1436.499,690.5319,0
13.11791,1436.541,692.2768,0
13.14958,1368.011,730.181,0
13.18368,1298.157,761.4747,0
13.21375,1267.38,755.3726,0
13.24944,1111.667,821.0645,0
13.28193,935.1447,879.0189,0
13.31633,884.3,877.6158,0
13.35075,850.7023,892.201,0
13.3802,823.4023,894.8188,0
13.41342,821.0847,891.3497,0
13.44733,760.9669,903.943,0
13.48232,750.8231,901.808,0
13.5173,749.3267,901.8194,0
13.54716,746.5829,892.4656,0
13.58196,738.9265,892.4518,0
13.61659,721.6566,903.2974,0
13.64848,703.8876,893.1285,0
13.68478,643.6938,815.7139,0
13.71374,493.0837,675.7448,0
13.75083,372.9496,615.8817,0
13.78334,358.9323,618.0114,0
13.81654,305.6767,588.8162,0
13.85064,188.2361,534.1098,0
13.88534,135.8789,516.5966,0
13.91377,128.144,514.5714,0
13.95104,95.70246,505.0693,0
13.98259,91.45163,512.6738,0
14.01602,111.0062,505.6491,0
14.04838,105.0692,521.7172,0
14.0804,84.59681,503.5382,0
14.11769,57.61086,506.3901,0
14.15071,30.28666,492.2894,0
14.18269,3.526371,464.602,0
14.215,8.90935,453.4616,0
14.24778,15.64212,459.2364,0
14.28409,-16.17973,461.991,0
14.31497,-24.78981,463.8675,0
14.34861,-5.985384,468.2684,0
14.38067,-18.24677,480.78,0
14.41553,-3.508728,490.6947,0
14.44993,148.6242,476.3619,0
14.48438,469.0775,456.6858,0
14.51445,621.4287,471.4091,0
14.54912,580.5689,472.6558,0
14.58399,551.7005,432.6523,0
14.61417,484.7254,433.1741,0
14.64959,353.3089,491.4803,0
14.68367,226.2358,524.5767,0
14.71768,203.5058,538.1284,0
14.75142,208.445,529.0659,0
14.78307,197.5103,520.3746,0
14.81595,183.0609,520.8292,0
14.85092,184.6451,514.0327,0
14.88116,174.1012,514.1235,0
14.91609,163.6811,530.2144,0
14.95078,157.3194,545.8063,0
14.98096,151.9772,557.709,0
15.01527,148.4514,560.5626,0
15.05059,541.0502,614.786,0
15.08395,663.7729,659.3047,0
15.11593,672.3615,629.0765,0
15.1488,676.6747,640.3065,0
15.18202,684.7469,649.7574,0
15.21418,685.284,657.6635,0
15.25002,662.2135,690.668,0
15.28138,834.7401,660.9104,0
15.31455,1078.998,612.3425,0
15.34991,1127.398,598.8836,0
15.38433,1131.142,609.9237,0
15.41713,1128.989,618.1318,0
15.44993,1117.475,631.6769,0
15.48308,1113.34,643.979,0
15.51584,1140.94,654.9998,0
15.54772,1158.699,635.0689,0
15.58477,1142.589,600.9046,0
15.61692,1141.809,611.7904,0
15.64972,1170.465,611.3315,0
15.68325,1185.641,617.5395,0
15.7159,1184.967,618.3098,0
15.75028,1203.125,621.3752,0
15.78344,1417.273,570.6567,0
15.81665,1644.813,514.9244,0
15.84843,1651.621,513.4625,0
15.88111,1652.11,497.7119,0
15.91338,1668.068,467.6532,0
15.95053,1658.006,477.6875,0
15.9831,1636.257,478.3996,0
16.01582,1626.135,493.5865,0
16.04965,1622.763,505.3984,0
16.08343,1564.8,488.5872,0
16.11402,1402.827,464.2613,0
16.14899,1201.21,458.0915,0
16.18354,1093.393,478.0469,0
16.2153,1076.244,469.4242,0
16.24799,1056.579,469.1212,0
16.28089,1009.363,479.9575,0
16.31683,958.8406,469.6404,0
16.34963,925.5988,478.1358,0
16.38489,876.8409,449.6167,0
16.41364,842.3877,405.8197,0
16.44877,842.3877,405.8197,0
16.48528,842.3877,405.8197,0
16.51504,842.3877,405.8197,0
16.55033,842.3877,405.8197,0
16.58044,842.3877,405.8197,0
16.61532,842.3877,405.8197,0
16.65031,842.3877,405.8197,0
16.68014,842.3877,405.8197,0
16.71457,842.3877,405.8197,0
16.7491,842.3877,405.8197,0
16.78432,-240.0824,-1691.375,0
16.81445,-240.0824,-1691.375,0
16.8508,-240.0824,-1691.375,0
16.88034,345.7901,-10.59683,0
16.91719,286.4286,57.50165,0
16.94686,131.8332,174.948,0
16.98232,207.8742,292.2162,0
17.01896,225.3155,318.3804,0
17.0507,518.4727,349.0456,0
17.08143,708.3341,368.7919,0
17.11491,641.7587,398.9231,0
17.15059,640.7265,425.0074,0
17.18446,666.6098,431.5447,0
17.21714,702.2119,444.9296,0
17.2493,815.2662,478.9967,0
17.28072,1217.762,494.4953,0
17.31388,1234.711,495.3775,0
17.35104,1254.157,502.0919,0
17.38163,1247.975,512.1714,0
17.41641,1228.729,510.7393,0
17.45007,1225.731,507.7051,0
17.48455,1248.336,506.5616,0
17.51488,1248.467,513.0711,0
17.55044,1251.863,508.3825,0
17.58297,1287.608,517.8792,0
17.61781,1259.471,525.9166,0
17.64994,1251.493,526.9375,0
17.68081,1254.174,523.0522,0
17.7142,1261.451,497.3348,0
17.74797,1272.64,491.8763,0
17.78112,1255.874,516.0292,0
17.8143,1258.648,505.9873,0
17.84794,1271.743,497.2491,0
17.88439,1423.417,454.4006,0
17.91642,1551.849,420.4054,0
17.94877,1534.68,413.3437,0
17.98192,1294.573,192.2725,0
18.01819,413.9571,-446.8761,0
18.0502,413.9571,-446.8761,0
18.08185,458.2019,508.3959,0
18.11669,610.9406,594.868,0
18.1478,666.9181,595.1099,0
18.18104,702.9323,579.0742,0
18.21651,686.3903,579.0985,0
18.25011,688.8282,574.7913,0
18.28442,650.3964,578.4207,0
18.31432,629.6877,579.8865,0
18.34894,631.9892,569.0959,0
18.38382,612.2693,580.6835,0
18.41765,572.0093,572.748,0
18.44776,540.0151,557.9423,0
18.48227,528.0291,557.1947,0
18.51674,507.2168,566.6671,0
18.54747,474.1197,569.4717,0
18.58076,223.6723,596.8857,0
18.61756,176.9067,597.7806,0
18.6497,140.579,591.9735,0
18.68267,128.2983,592.9173,0
18.71563,119.715,587.4298,0
18.74966,112.5544,591.4995,0
18.78426,129.3203,610.8366,0
18.81343,146.3469,630.2079,0
18.84851,505.8681,570.034,0
18.88464,1566.558,419.6657,0
18.91764,1652.668,414.1502,0
18.94828,1616.203,444.2288,0
18.98108,1584.993,458.454,0
19.01345,1563.566,455.6849,0
19.05061,1557.266,465.062,0
19.08442,1564.621,459.4341,0
19.11687,1571.786,426.0611,0
19.14954,1570.57,414.4253,0
19.18185,1572.409,427.4544,0
19.21606,1585.139,435.4533,0
19.25071,1575.432,449.497,0
19.2804,1568.514,461.1988,0
19.31546,1583.227,472.3042,0
19.34802,1581.618,482.6273,0
19.38061,1585.424,489.5526,0
19.41675,1599.348,495.4548,0
19.45006,1636.038,520.7536,0
19.48472,1654.095,506.2769,0
19.5137,1632.055,472.3062,0
19.55025,1629.345,479.2605,0
19.58412,1625.447,484.9135,0
19.61853,1596.393,491.7632,0
19.64864,1581.449,498.1951,0
19.68023,1569.379,514.8281,0
19.71527,1378.579,519.9603,0
19.74726,1180.387,523.6313,0
19.78409,1032.915,558.4395,0
19.81629,841.6517,594.177,0
19.84888,751.5052,606.173,0
19.88084,736.847,615.6683,0
19.91571,703.466,629.7424,0
19.94763,676.1047,638.4564,0
19.98204,675.1176,639.204,0
20.01827,651.9022,638.9167,0
20.04672,622.4974,636.4179,0
20.08068,601.9703,619.5049,0
20.11835,562.938,596.7997,0
20.15141,479.6421,569.2551,0
20.18199,476.7407,572.3853,0
20.21566,444.3409,584.0103,0
20.2507,396.8882,609.3036,0
20.28407,369.8606,658.556,0
20.31507,340.0294,701.6991,0
20.35054,300.0321,732.3141,0
20.38377,268.137,765.0344,0
20.41549,269.4197,793.038,0
20.44801,265.864,769.1612,0
20.48049,252.0666,731.2248,0
20.517,237.4267,743.3019,0
20.55022,230.0723,735.791,0
20.58254,248.1664,699.5378,0
20.61547,251.4336,716.9713,0
20.64759,376.5778,704.9604,0
20.68396,930.5746,713.2363,0
20.71713,1347.481,749.2598,0
20.74904,1342.758,749.3772,0
20.78205,1338.883,753.4854,0
20.81392,1341.168,741.4327,0
20.84776,1353.893,745.6279,0
20.88585,1359.493,746.5051,0
20.91654,1423.404,742.8365,0
20.95129,1634.531,785.3575,0
20.9805,1790.153,815.8847,0
21.01698,1793.97,800.3441,0
21.04917,1789.211,788.9919,0
21.0814,1791.111,788.7656,0
21.11439,1788.378,791.3839,0
21.14729,1778.747,791.1129,0
21.18102,1790.89,795.4426,0
21.21541,1790.036,808.4114,0
21.25099,1788.416,796.4974,0
21.28196,1784.68,796.7504,0
21.31453,1781.059,807.0458,0
21.35005,1768.949,817.2919,0
21.38361,1764.572,820.6839,0
21.42035,1526.903,790.8163,0
21.44797,1526.903,790.8163,0
21.483,1402.151,772.9536,0
21.51575,1315.608,780.4113,0
21.54949,1075.122,828.0404,0
21.58436,892.5567,870.4011,0
21.6151,845.8528,879.6039,0
21.64967,811.2134,887.8137,0
21.68126,795.3978,902.3122,0
21.71336,773.1456,911.9495,0
21.74807,735.621,893.8681,0
21.78362,661.0174,883.4048,0
21.81678,637.4545,880.1849,0
21.84727,605.4469,896.3301,0
21.88136,559.6943,903.463,0
21.91609,515.6456,927.2253,0
21.95083,356.7359,893.6118,0
21.98444,206.1319,822.5929,0
22.01481,196.4865,802.3867,0
22.04999,169.8509,802.1296,0
22.08394,141.9102,799.176,0
22.1143,116.3946,798.6991,0
22.14892,115.5601,803.5062,0
22.18324,120.2495,821.1781,0
22.21779,128.6903,830.4004,0
22.24812,125.0764,832.8361,0
22.2845,121.3624,826.392,0
22.31591,183.4555,820.6078,0
22.34804,518.9341,858.3784,0
22.38279,798.8561,891.0309,0
22.41346,816.0527,894.6351,0
22.44956,845.4419,896.2446,0
22.48264,872.8466,905.5551,0
22.51754,897.2267,908.5731,0
22.5501,926.5997,899.7594,0
22.58394,1197.853,899.6005,0
22.61868,1460.093,892.7817,0
22.64741,1486,878.2468,0
22.68211,1504.131,877.2738,0
22.71655,1512.146,880.8998,0
22.75153,1524.68,882.431,0
22.7811,1542.098,874.2994,0
22.81595,1556.47,874.2952,0
22.84674,1550.91,871.6456,0
22.88062,1546.166,859.3055,0
22.91539,1551.529,856.2287,1
22.95122,1562.886,873.2473,1
22.98087,1567.989,882.1573,1
23.01386,1566.491,870.0126,1
23.04967,1549.484,869.7783,1
23.08329,1550.637,880.9785,1
23.11829,1556.573,879.8528,1
23.15123,1550.687,868.7416,1
23.18174,1527.567,853.6039,1
23.21488,1536.551,868.9962,1
23.2504,1291.949,798.4175,1
23.28384,798.2199,630.763,1
23.31614,571.8929,554.7637,1
23.35019,555.6791,563.9462,1
23.38386,531.3047,544.0944,1
23.41783,528.5541,546.9123,1
23.4502,519.5381,554.3427,1
23.48016,509.5913,541.2372,1
23.51461,489.7703,524.6495,1
23.54901,479.4971,528.7888,1
23.58378,497.0468,569.2292,1
23.61416,364.3017,606.5071,1
23.65138,214.3744,449.2111,1
23.68416,-164.1609,-177.9515,1
23.71765,-221.3961,-36.79034,1
23.74956,-332.6398,-251.6895,1
23.78254,-543.9008,-296.4843,1
23.81442,-198.5099,-314.368,1
23.84694,-270.1147,-241.0359,1
23.88096,-454.9865,-41.06612,1
23.91389,-369.3125,-87.11909,1
23.94672,-374.0408,-179.3032,1
23.98231,-389.0606,-32.42829,1
24.01766,-21.60393,-83.01312,1
24.04723,-261.3893,212.7383,1
24.08096,-261.3893,212.7383,1
24.11683,84.94869,483.2648,1
24.14996,92.07794,465.8173,1
24.18423,100.0556,450.3628,1
24.21342,101.3149,435.3372,1
24.2481,95.50568,418.9785,1
24.28341,91.06815,416.2278,1
24.31774,104.2266,423.9166,1
24.35028,128.2727,466.4104,1
24.38495,346.5564,437.1548,1
24.41714,567.3688,391.0506,1
24.44908,588.5828,351.6162,1
24.48423,602.7061,314.6625,1
24.51655,582.4279,318.3484,1
24.55154,574.3843,308.1796,1
24.58043,604.1564,239.6047,1
24.61734,588.1594,144.282,1
24.6505,532.918,50.76939,1
24.68303,444.141,-71.26067,1
24.71546,274.0718,-111.9818,1
24.74768,296.5467,-53.25515,1
24.78057,427.0148,-97.5479,1
24.81728,388.0103,-164.0625,1
24.85041,450.7299,-160.3756,1
24.88394,260.9386,-55.18158,1
24.91675,293.1391,-42.94015,1
24.95047,589.4603,-62.38106,1
24.98023,626.9962,58.87344,1
25.01464,588.8694,259.9675,1
25.05118,587.5121,273.1953,1
25.08486,480.8446,313.494,1
25.11782,316.3152,323.2795,1
25.14809,246.9916,321.022,1
25.1815,268.9477,337.0803,1
25.21502,273.7058,338.0327,1
25.24802,274.3228,341.5734,1
25.28251,287.3031,336.9969,1
25.31702,290.8074,322.6334,1
25.35326,277.65,296.6152,1
25.3831,262.2289,317.4479,1
25.4155,280.0074,329.0057,1
25.44818,287.9,322.6645,1
25.48124,274.9743,326.8277,1
25.51447,259.8292,319.5872,1
25.5501,226.6515,327.6069,1
25.58127,243.971,331.4711,1
25.6147,273.9576,335.8997,1
25.64771,259.7097,346.1565,1
25.68144,259.7097,346.1565,1
25.71916,259.7097,346.1565,1
25.7501,259.7097,346.1565,1
25.78036,324.4896,-204.6193,1
25.81705,33.83965,-106.2778,1
25.85147,70.93719,-3.383446,1
25.88173,181.6597,52.04887,1
25.91445,183.1382,123.4158,1
25.94865,147.5089,176.5791,1
25.98378,148.674,157.7956,1
26.01375,160.739,174.8913,1
26.05022,177.4613,202.1709,1
26.08373,464.6537,229.6529,1
26.11843,1051.228,313.9023,1
26.15057,1341.388,382.1648,1
26.18302,1320.287,391.2124,1
26.21779,1301.227,384.1758,1
26.24752,1289.871,399.2257,1
26.28073,1275.361,422.2898,1
26.3146,1355.613,458.0234,1
26.34925,1595.243,484.5036,1
26.38291,1757.957,496.5552,1
26.41593,1746.163,509.7645,1
26.44832,1764.349,525.6927,1
26.48023,1817.347,570.5165,1
26.51755,1888.164,598.9613,1
26.55038,1889.231,601.3002,1
26.58131,1837.359,631.3179,1
26.6153,1384.618,877.9205,1
26.64724,722.116,1127.441,1
26.68173,543.9078,1232.387,1
26.71727,582.8735,1278.66,1
26.7471,613.3027,1324.455,1
26.78521,629.3663,1353.359,1
26.81404,520.9795,1398.597,1
26.84863,547.6486,1460.548,1
26.88233,688.6299,1532.245,1
26.9177,680.0683,1630.099,1
26.9474,557.8948,1665.472,1
26.98079,452.338,1737.758,1
27.01353,596.399,1783.532,1
27.04993,585.8552,1766.649,1
27.0806,316.05,1693.565,1
27.11365,194.2753,1557.612,1
27.14879,289.7866,1254.737,1
27.18175,497.3619,820.6226,1
27.21636,669.4916,585.4703,1
27.24759,786.3497,630.0895,1
27.28134,657.9235,524.1091,1
27.31628,592.7868,466.6629,1
27.35102,412.6906,397.056,1
27.38126,314.2986,350.8839,1
27.41565,327.8992,323.2936,1
27.44823,336.9592,300.323,1
27.48132,345.4222,314.0706,1
27.51398,365.4445,362.3749,1
27.54827,474.3661,620.8751,1
27.58331,522.9016,869.7771,1
27.61657,512.1173,871.7193,1
27.64954,511.3165,865.9902,1
27.6829,502.4022,855.4783,1
27.71634,485.3315,844.6563,1
27.75024,470.6713,833.0146,1
27.78423,455.6579,831.7383,1
27.81657,449.7127,835.2932,1
27.84849,437.7561,825.5142,1
27.88147,417.7024,829.3406,1
27.91347,381.3055,838.6532,1
27.9501,368.5197,846.2989,1
27.98321,358.652,847.8625,1
28.01646,348.29,846.111,1
28.0511,335.3055,849.1125,1
28.08392,324.6357,859.164,1
28.11758,309.3288,861.9001,1
28.1473,294.4246,879.5583,1
28.18287,283.0096,886.306,1
28.21761,249.4482,894.0627,1
28.25185,238.3672,901.0175,1
28.28015,241.7723,898.304,1
28.31623,254.6379,880.6823,1
28.34812,244.9648,881.5634,1
28.38112,231.483,885.5268,1
28.41359,243.9196,869.9434,1
28.45129,401.3937,813.3961,1
28.48056,850.6233,685.7676,1
28.51491,1452.969,523.2252,1
28.54844,1834.911,427.9344,1
28.58207,1810.768,431.9524,1
28.6158,1667.33,471.3223,1
28.64907,1556.123,513.509,1
28.68097,1555.18,527.7639,1
28.71741,1543.403,525.6065,1
28.75047,1539.075,519.7354,1
28.78264,1524.662,520.0807,1
28.81531,1520.44,515.0806,1
28.8475,1537.408,546.6702,1
28.88142,1780.55,760.165,1
28.91441,1776.923,770.8356,1
28.95094,1776.232,770.7881,1
28.98054,1776.026,765.1637,1
29.01359,1769.302,767.8559,1
29.04736,1776.267,777.705,1
29.08084,1778.294,771.8829,1
29.11404,1777.46,766.0189,1
29.14968,1775.558,761.1149,1
29.18082,1761.693,748.5728,1
29.21385,1761.468,725.8336,1
29.24987,1757.432,711.4767,1
29.28019,1783.906,657.775,1
29.31489,1816.531,613.78,1
29.34938,1822.86,608.1849,1
29.38478,1821.271,609.7122,1
