TimeElapsed(s),GazeX,GazeY
31.0479,-90.2032,371.6913
31.08217,-72.26855,367.6358
31.11716,-81.64061,373.453
31.15116,-86.91917,379.1684
31.1855,-74.00535,383.691
31.21557,-66.43553,387.3414
31.25105,-57.02417,405.6567
31.28341,-49.08804,405.9427
31.31728,-60.90996,382.7944
31.34798,-54.76019,378.2716
31.38151,-43.68821,381.3139
31.4136,-37.87829,376.4373
31.45154,-43.38573,383.356
31.48712,-52.55234,388.3258
31.51794,-52.95747,380.4131
31.54757,-49.99453,387.6536
31.58079,-46.80497,400.2121
31.61629,-41.3527,396.9814
31.64966,-50.01794,394.4829
31.68503,-45.78508,390.937
31.71743,-42.00033,383.6363
31.75004,0.1589409,377.9891
31.79033,59.73018,390.1706
31.81614,77.9864,397.2853
31.84938,79.66948,400.6766
31.88081,87.77627,405.5285
31.91442,93.66141,385.8149
31.94682,90.6295,383.2225
31.98114,90.32028,398.2596
32.01921,89.71628,389.2997
32.04777,102.436,393.2907
32.0816,106.8299,398.8604
32.11749,106.9339,404.6626
32.14705,107.2123,406.9813
32.18504,77.23325,393.3183
32.21641,35.91759,383.8262
32.2526,20.62399,391.1107
32.28265,17.90579,394.5149
32.3183,20.12182,392.522
32.35178,25.62028,395.2356
32.38342,31.45891,391.8542
32.41368,42.03545,391.119
32.44848,40.23947,400.7975
32.48052,31.52242,402.7287
32.51366,30.1104,404.8501
32.55304,31.9229,401.9785
32.58113,30.53125,403.8439
32.61848,41.85598,411.9784
32.65076,39.79954,413.2996
32.68383,43.76905,405.9327
32.71831,54.56388,403.5497
32.74699,180.1798,451.3578
32.78483,321.0532,501.0534
32.81494,337.1045,508.9868
32.84971,335.6272,515.8234
32.88288,331.5682,507.8503
32.91753,332.4062,502.6924
32.95037,339.3596,517.3088
32.98432,334.6082,520.4861
33.02085,329.3711,519.3704
33.0533,332.3472,516.0152
33.08432,324.8571,510.1774
33.11528,212.1718,488.2818
33.14793,108.8152,472.6422
33.1819,109.582,472.3205
33.21615,109.0622,468.1195
33.25019,107.7874,465.826
33.28442,104.2845,391.2126
33.32483,94.01361,292.8922
33.34991,79.75865,217.7593
33.38242,76.64993,153.2718
33.41727,74.37103,130.6707
33.44894,78.25938,140.8651
33.48321,82.43018,147.2351
33.51774,70.5635,144.9597
33.54696,51.40559,145.3558
33.5828,54.23798,129.6759
33.61407,58.21487,137.1786
33.64676,35.0791,132.106
33.68351,27.58499,137.7247
33.71856,131.6282,211.799
33.75058,284.3738,298.0523
33.78832,302.9675,300.3149
33.81385,289.0933,290.2842
33.84935,278.7979,296.0969
33.88299,265.4475,300.5884
33.91617,281.9712,273.9926
33.95135,283.9639,267.6221
33.98196,284.4933,274.0986
34.01906,283.8421,280.6933
34.05007,280.6299,283.8226
34.09432,282.8657,280.7334
34.11629,289.0339,284.9088
34.14802,282.5627,282.3855
34.1822,250.5967,286.744
34.21425,241.8238,237.6269
34.24913,295.2841,86.60694
34.28366,236.2271,83.08947
34.31627,202.826,-695.5597
34.35046,-78.54583,-661.446
34.38202,-213.7597,-400.9038
34.41618,-148.126,-293.2947
34.44791,-185.7931,-414.9326
34.4809,-442.4841,-754.1909
34.5168,-912.5551,-653.5387
34.54827,2.360697,-152.9964
34.58238,135.6643,-81.34277
34.61448,53.77094,159.853
34.65084,53.28962,183.777
34.68155,110.5107,193.4555
34.71436,105.8846,196.1987
34.74696,97.71208,213.6781
34.78002,209.9038,312.8904
34.81734,490.7747,387.6135
34.85377,1180.775,674.9266
34.88363,1065.241,558.3198
34.91586,1137.372,616.3286
34.94865,1209.297,721.829
34.98064,1229.325,771.4319
35.01419,1237.915,784.6539
35.05137,1245.526,807.558
35.08228,1253.553,827.7632
35.11524,1257.055,834.4408
35.15699,1257.395,825.1859
35.18503,1205.267,778.3907
35.214,1151.566,730.1833
35.25084,1142.848,730.9708
35.28282,1136.403,733.8823
35.3168,1137.704,730.7783
35.35159,1139.488,732.9469
35.38283,1139.424,735.6431
35.4161,1142.764,728.1817
35.4607,1139.985,740.5249
35.48313,1139.985,740.5249
35.51704,1142.097,721.9331
35.55149,1140.441,732.1031
35.58282,1135.151,729.8575
35.61668,1127.977,723.4592
35.647,1140.072,714.3337
35.68491,1417.922,553.2938
35.71663,1728.653,335.4334
35.749,1785.635,259.1717
35.7808,1790.341,256.6197
35.81462,1785.938,263.5941
35.8512,1784.699,262.267
35.88403,1787.301,254.0353
35.9225,1783.043,245.1472
35.95054,1782.866,251.6075
35.98452,1787.616,256.442
36.01589,1740.958,234.3346
36.04831,1507.959,129.1718
36.08013,1155.292,-71.37371
36.1143,866.8513,-159.9614
36.15191,382.1038,-75.20622
36.18393,130.4233,25.96556
36.22394,151.7286,40.66083
36.24918,87.81348,82.388
36.28446,66.3146,115.8819
36.31689,85.61076,120.064
36.34961,76.70109,153.6916
36.38162,121.0236,183.1166
36.41591,146.4285,176.369
36.44773,145.3422,182.6322
36.48014,466.8644,209.702
36.51759,1346.938,279.3209
36.5483,1362.368,287.6913
36.58018,1349.075,282.0679
36.61463,1333.485,296.7286
36.65017,1324.698,298.5841
36.6842,1291.081,284.0865
36.7179,1265.908,272.4753
36.74992,1257.933,260.8998
36.78395,1228.247,265.0545
36.81685,700.1054,230.1999
36.85093,159.4896,226.731
36.88034,34.32273,227.2991
36.91431,59.61855,226.3259
36.94722,68.68781,220.1383
36.98844,78.93652,229.1494
37.01606,77.70734,247.3203
37.05194,88.49992,249.632
37.08606,84.09705,268.7018
37.11533,84.09705,268.7018
37.1504,82.1641,258.0161
37.18113,93.78972,255.1936
37.21769,99.08176,240.9523
37.25135,85.92944,239.6614
37.2802,80.72994,254.7692
37.31438,134.0674,131.6644
37.35025,-22.83504,-275.255
37.38349,-127.3649,-393.7934
37.41671,-242.8868,-489.3858
37.45984,-205.5393,-298.6965
37.4862,-137.7597,-288.9532
37.52089,-192.096,-396.3525
37.54687,-227.0471,-346.6772
37.58166,-137.259,-264.8802
37.61745,-103.8891,-227.0405
37.6531,-216.0051,-292.0283
37.68696,-169.4074,-333.3321
37.72164,-166.652,-134.4898
37.76404,15.11831,-205.2227
37.78157,92.61603,-223.2266
37.81664,29.65603,-85.94506
37.84993,47.33984,-78.13584
37.88443,82.26482,-38.79826
37.91705,67.44146,-2.946997
37.94981,76.66003,18.5505
37.98299,114.7752,23.42843
38.01696,140.3884,9.842827
38.05102,140.3884,9.842827
38.08701,140.3884,9.842827
38.11491,1624.513,496.9115
38.14789,1302.589,447.8619
38.18271,634.98,354.1527
38.21764,566.1467,347.903
38.25119,594.8235,342.8334
38.28254,611.3275,335.2789
38.3159,606.6078,328.6909
38.34783,604.0217,333.8251
38.383,604.4448,350.5001
38.41695,307.7817,354.7706
38.44927,-84.44028,421.6979
38.48263,-153.3658,482.6381
38.52141,-127.4531,465.5687
38.55055,-112.0054,435.6089
38.58258,-102.5305,421.364
38.61472,-96.60062,418.1137
38.64943,221.2658,378.4313
38.68355,1034.962,259.6998
38.71363,1535.033,184.333
38.74811,1573.228,216.22
38.78414,1565.628,225.5202
38.82957,1564.664,240.4354
38.85435,1605.384,261.68
38.88401,1604.845,265.4732
38.91814,1567.346,245.2732
38.95096,1550.235,232.691
38.9851,1557.646,235.4923
39.01803,1538.484,208.2871
39.04671,1508.272,184.7274
39.08399,1541.568,69.60487
39.1145,1527.069,137.3271
39.15278,1692.87,305.793
39.1805,1427.118,112.364
39.21727,1515.614,117.3958
39.24748,1576.677,114.8159
39.28607,1169.893,25.67556
39.31452,1314.237,59.33203
39.35152,1548.516,136.4076
39.38095,1459.031,134.1237
39.41791,1540.888,228.8694
39.44903,1508.726,236.1249
39.48235,1465.225,257.1224
39.51612,1443.07,289.5819
39.55054,1425.221,290.2624
39.58921,1363.115,303.2519
39.61468,1375.911,357.4635
39.65104,1417.773,326.9281
39.68491,1359.184,290.0768
39.71618,1326.195,275.2272
39.75158,1300.99,264.6137
39.78189,1258.596,263.2753
39.8143,1213.829,263.8687
39.84825,1183.405,268.362
39.89421,1164.193,291.2263
39.91672,1138.327,290.1556
39.95123,1086.991,288.8084
39.98045,1059.109,305.7629
40.01772,646.8854,364.221
40.0468,450.7089,408.9736
40.08453,424.8442,432.9321
40.11347,401.3373,450.2454
40.15045,367.7365,455.3531
40.1842,355.3163,458.7253
40.2139,331.1313,512.0937
40.24894,310.1168,563.45
40.28225,308.647,558.0479
40.31581,292.1002,527.7929
40.35381,258.5182,572.3333
40.38322,224.8388,563.392
40.41551,232.4061,545.9865
40.44876,245.3744,524.4296
40.48126,219.3283,506.524
40.51641,202.5236,483.1578
40.54826,196.5383,461.2357
40.58171,181.7033,458.855
40.61707,195.4303,466.5217
40.65886,121.1688,496.3828
40.68254,14.43988,473.4136
40.71604,27.89581,436.1422
40.75034,-43.97145,-1295.111
40.78188,-29.28057,-1297.454
40.81394,257.8818,-685.5245
40.84988,685.5637,-176.313
40.88177,1006.371,360.3559
40.91676,999.0869,380.2329
40.94987,984.8857,384.7954
40.98118,983.6942,362.8102
41.01394,1009.528,348.0046
41.04916,1029.478,363.174
41.08062,1050.666,390.193
41.11553,1051.528,390.4693
41.14865,1047.865,369.6953
41.18031,1194.561,442.6796
41.21447,1392.184,524.6255
41.24701,1431.891,521.5089
41.28075,1416.569,520.6771
41.31427,1413.158,535.1526
41.34713,1432.483,551.91
41.38107,1432.483,551.91
41.41391,1420.333,573.4876
41.44692,1427.403,598.3284
41.4824,1437.33,620.6899
41.51623,1430.688,607.4807
41.54868,1435.316,594.1776
41.58281,1450.875,601.9799
41.61652,1444.625,587.2458
41.64942,1452.332,566.6543
41.68226,1617.596,604.3486
41.71618,1769.116,640.9377
41.7509,1790.887,651.804
41.78079,1797.833,653.8377
41.81961,1777.999,642.002
41.84715,1782.018,652.1416
41.88269,1790.915,664.4784
41.91516,1792.243,658.6802
41.9507,1766.026,642.0982
41.98223,1775.406,633.5771
42.01529,1774.037,627.7097
42.04963,1757.79,625.2341
42.08386,1741.462,629.7418
42.11693,1543.465,655.2918
42.14885,1330.657,700.6714
42.18917,1299.864,708.3273
42.21775,1286.99,696.8541
42.25122,1294.39,714.1822
42.28251,1294.39,714.1822
42.31527,1231.48,710.1948
42.34703,1197.36,725.1605
42.3808,872.8533,800.3465
42.41404,535.5867,884.3199
42.45283,490.7833,918.0838
42.4812,468.4046,954.8596
42.51358,438.8275,979.8569
42.54798,421.5988,989.7175
42.58107,416.7663,966.9611
42.61399,394.7639,960.6687
42.65072,383.9547,980.5747
42.68353,377.701,972.9176
42.71574,373.3053,972.6643
42.74921,366.0941,975.3848
42.78222,355.0096,967.4904
42.81863,349.572,971.5485
42.8504,285.4487,899.5585
42.8849,220.5472,810.8158
42.9176,188.1918,831.9921
42.94681,164.84,849.6861
42.98005,150.5282,860.0102
43.01777,141.1448,864.9987
43.0505,118.2278,864.0657
43.08174,104.0356,870.6197
43.11425,107.3751,872.5253
43.15087,108.5672,876.035
43.18518,107.0599,875.9304
43.21461,108.2173,871.2957
43.25344,82.28968,887.4025
43.28143,126.0696,867.8198
43.31836,282.7461,858.5269
43.34973,419.3784,835.2906
43.38081,504.1584,776.1863
43.41722,747.4172,667.8561
43.44968,929.5217,630.1745
43.48049,938.8436,753.2061
43.5183,939.0186,836.0322
43.55834,932.689,831.6767
43.58558,929.7437,836.7848
43.61621,924.9235,848.063
43.64804,928.4036,858.8966
43.68067,935.7851,867.187
43.7184,1138.205,873.3048
43.75096,1359.568,877.6653
43.78283,1376.713,876.1342
43.81802,1376.533,870.3427
43.84704,1378.432,870.4629
43.88005,1378.971,868.2007
43.91523,1386.224,869.6043
43.94806,1385.261,879.2943
43.98098,1396.097,894.063
44.0216,1403.554,892.6259
44.04687,1399.527,887.6597
44.08327,1411.687,885.7862
44.11573,1429.288,879.2209
44.14904,1433.6,878.9495
44.18419,1439.607,883.1567
44.21349,1560.185,883.9246
44.248,1683.777,878.5002
44.2847,1687.364,879.4285
44.31559,1691.298,876.9152
44.34741,1689.648,878.3981
44.38026,1696.9,872.0601
44.41925,1689.336,863.9116
44.4502,1664.979,874.1653
44.48343,1647.565,876.9252
44.51362,1632.313,870.7573
44.55017,1405.615,838.9827
44.58284,1193.669,818.2791
44.61606,1168.029,814.9144
44.65057,1152.797,815.9804
44.68031,1124.396,806.6556
44.71347,1084.066,801.2197
44.75006,1051.644,814.6288
44.78519,1018.609,808.4069
44.81793,990.4341,793.801
44.85212,919.124,791.8503
44.88486,889.0071,792.1318
44.91734,591.5688,793.429
44.94721,292.7552,790.5088
44.98225,284.6299,781.9557
45.01485,265.2539,782.3553
45.04879,242.619,787.8248
45.08964,234.3002,777.6061
45.11337,209.7901,776.3008
45.15091,196.9005,784.2562
45.18245,171.925,776.5661
45.21684,156.9632,771.0177
45.2469,152.1942,743.6742
45.2813,151.6917,720.0349
45.31347,151.6917,720.0349
45.35176,151.6917,720.0349
45.39272,151.6917,720.0349
45.41341,151.6917,720.0349
45.44831,151.6917,720.0349
45.48221,151.6917,720.0349
45.51801,66.20264,-586.4694
45.54776,188.8808,-760.7509
45.58554,444.4464,-198.8519
45.61842,424.3366,111.4102
45.65182,614.325,70.48678
45.68299,665.4656,-26.78806
45.71394,568.6312,72.37291
45.74743,522.3928,-1.106701
45.78053,531.8606,-13.97821
45.81793,470.5236,64.36381
45.84862,724.4052,-74.17587
45.88471,869.386,-155.5818
45.91542,1175.755,509.8766
45.95134,1323.108,552.491
45.98323,1140.31,275.9745
46.01621,1069.665,311.5197
46.0524,1037.885,374.3741
46.08437,1058.458,417.2005
46.11646,1100.674,459.3248
46.15587,1435.361,492.4237
46.18056,1510.08,535.5978
46.21776,1575.568,577.521
46.25055,1597.24,608.6528
46.28298,1601.029,625.451
46.31382,1625.165,616.0162
46.34975,1659.014,593.7756
46.38618,1665.609,569.2142
46.41353,1679.94,560.6053
46.464,1670.683,560.3839
46.48031,1670.683,560.3839
46.51848,1654.929,577.6132
46.55289,1402.683,622.6748
46.58474,1172.364,656.4521
46.61745,1160.181,661.8769
46.64782,1152.743,659.6451
46.68195,1157.025,647.4894
46.71556,1142.234,631.4702
46.74868,1111.09,606.4764
46.78226,1100.282,548.3516
46.81725,1199.433,517.4232
46.85019,1312.677,514.989
46.88245,1312.677,514.989
46.92118,1453.224,985.9901
46.95042,1407.088,847.8047
46.98213,1297.74,804.1293
47.01427,1171.765,781.4639
47.04865,1166.774,755.4162
47.08331,1075.105,669.4441
47.11683,915.5095,627.3968
47.14902,944.3264,596.9529
47.18114,1034.148,598.4947
47.21416,1107.845,615.0945
47.248,1162.106,693.7645
47.28347,1152.862,796.0469
47.3157,1109.609,847.2281
47.34975,1062.594,875.3904
47.38638,1100.861,894.0173
47.41875,1149.413,932.8455
47.44701,1159.768,949.4004
47.48436,1163.658,975.2662
47.51597,1158.394,1002.476
47.55185,1149.568,1031.106
47.60219,1158.516,1048.03
47.62069,1158.516,1048.03
47.64719,1109.479,1072.551
47.69306,1121.907,1081.28
47.71664,1121.907,1081.28
47.75165,1147.187,1096.767
47.78056,1141.925,1114.921
47.81515,1119.915,1111.395
47.84693,1101.805,1112.722
47.88137,1129.598,1122.505
47.91351,1156.337,1131.374
47.94675,1167.37,1140.734
47.98101,1156.046,1143.536
48.0183,1145.84,1142.723
48.05135,1143.652,1150.143
48.08585,1161.47,1158.925
48.11375,1167.259,1180.766
48.15258,1168.571,1184.747
48.18009,1170.741,1198.822
48.21516,1170.212,1201.644
48.24922,1177.07,1166.76
48.28426,1193.643,1168.888
48.31417,1191.342,1207.91
48.34781,1179.479,1208.816
48.38092,1181.213,1200.752
48.4155,1267.602,1194.487
48.45651,1301.183,1183.572
48.48052,1200.913,1206.83
48.514,1149.878,1220.938
48.54884,1123.607,1252.344
48.58053,1136.838,1250.265
48.61783,1162.429,1232.326
48.6494,1189.469,1228.249
48.68006,1197.659,1201.858
48.71772,1193.93,1228.449
48.75719,1207.658,1204.37
48.78194,1215.308,1211.033
48.81365,1211.856,1214.016
48.85115,1207.185,1167.005
48.8833,1196.741,1161.451
48.91761,1200.528,1182.855
48.95003,1197.158,1136.198
48.98396,1142.011,1055.518
49.01777,1214.831,980.3171
49.05322,1140.915,962.3386
49.08121,1135.545,923.9983
49.11624,1154.878,855.7519
49.14919,1140.793,780.3664
49.18295,1073.917,746.0246
49.21628,1065.576,726.8295
49.24872,1062.813,697.4312
49.28172,1036.379,669.3569
49.32594,1026.139,558.6246
